"","gene","length"
"9799","CUTC",862
"9800","ABCC2",4802
"9801","DNMBP",6095
"9802","CPN1",1417
"9803","ERLIN1",1097
"9804","CHUK",2338
"9805","CWF19L1",1682
"9806","BLOC1S2",483
"9807","PKD2L1",2493
"9808","SCD",1105
"9809","WNT8B",1081
"9810","SEC31B",3660
"9811","NDUFB8",634
"9812","HIF1AN",1085
"9813","PAX2",1554
"9814","SLF2",3970
"9815","SEMA4G",3003
"9816","MRPL43",967
"9817","TWNK",2087
"9818","LZTS2",2025
"9819","PDZD7",3379
"9820","SFXN3",1070
"9821","KAZALD1",930
"9822","TLX1",1009
"9823","LBX1",851
"9824","BTRC",1883
"9825","POLL",1845
"9826","DPCD",715
"9827","FBXW4",1744
"9828","FGF8",760
"9829","NPM3",557
"9830","OGA",2873
"9831","KCNIP2",1121
"9832","ARMH3",2370
"9833","HPS6",2328
"9834","LDB1",1286
"9835","PPRC1",5060
"9836","NOLC1",2193
"9837","ELOVL3",828
"9838","PITX3",919
"9839","GBF1",5877
"9840","NFKB2",2808
"9841","PSD",3150
"9842","FBXL15",918
"9843","CUEDC2",899
"9844","C10orf95",642
"9845","MFSD13A",1678
"9846","ACTR1A",1181
"9847","SUFU",1665
"9848","TRIM8",1812
"9849","ARL3",574
"9850","SFXN2",1019
"9851","WBP1L",1137
"9852","CYP17A1",1565
"9853","BORCS7",341
"9854","AS3MT",1178
"9855","CNNM2",2703
"9856","NT5C2",1812
"9857","RPEL1",687
"9858","INA",1510
"9859","PCGF6",1098
"9860","TAF5",2453
"9861","ATP5MK",182
"9862","PDCD11",5789
"9863","CALHM2",977
"9864","CALHM1",1046
"9865","CALHM3",1045
"9866","NEURL1",1750
"9867","SH3PXD2A",3472
"9868","STN1",1586
"9869","SLK",3798
"9870","COL17A1",4793
"9871","SFR1",753
"9872","CFAP43",5218
"9873","GSTO1",751
"9874","GSTO2",757
"9875","ITPRIP",1644
"9876","CFAP58",2754
"9877","SORCS3",3799
"9878","SORCS1",3632
"9879","XPNPEP1",2101
"9880","ADD3",2186
"9881","MXI1",989
"9882","SMNDC1",737
"9883","DUSP5",1170
"9884","SMC3",3794
"9885","RBM20",3749
"9886","PDCD4",1473
"9887","BBIP1",451
"9888","SHOC2",1804
"9889","ADRA2A",1398
"9890","GPAM",2591
"9891","TECTB",1126
"9892","ACSL5",2320
"9893","ZDHHC6",1425
"9894","VTI1A",769
"9895","TCF7L2",2190
"9896","HABP2",1743
"9897","NRAP",5425
"9898","CASP7",1488
"9899","PLEKHS1",1708
"9900","DCLRE1A",3163
"9901","NHLRC2",2231
"9902","ADRB1",1434
"9903","CCDC186",2769
"9904","TDRD1",3692
"9905","VWA2",2385
"9906","AFAP1L2",2636
"9907","ABLIM1",2806
"9908","FHIP2A",2510
"9909","TRUB1",1085
"9910","ATRNL1",4333
"9911","GFRA1",1530
"9912","CCDC172",812
"9913","PNLIPRP3",1459
"9914","PNLIP",1453
"9915","PNLIPRP1",1463
"9916","SPMIP5",727
"9917","HSPA12A",2346
"9918","ENO4",1943
"9919","SHTN1",1982
"9920","VAX1",1154
"9921","KCNK18",1165
"9922","SLC18A2",1615
"9923","PDZD8",3485
"9924","EMX2",769
"9925","RAB11FIP2",1624
"9926","FAM204A",732
"9927","PRLHR",1113
"9928","CACUL1",1150
"9929","NANOS1",879
"9930","EIF3A",4254
"9931","DENND10",1154
"9932","SFXN4",1079
"9933","PRDX3",801
"9934","GRK5",1848
"9935","RGS10",599
"9936","TIAL1",1234
"9937","BAG3",1743
"9938","INPP5F",3643
"9939","MCMBP",2004
"9940","SEC23IP",3088
"9941","PLPP4",846
"9942","WDR11",3815
"9943","FGFR2",2960
"9944","ATE1",2348
"9945","NSMCE4A",1312
"9946","TACC2",9211
"9947","BTBD16",1591
"9948","PLEKHA1",1372
"9949","ARMS2",329
"9950","HTRA1",1640
"9951","DMBT1",7904
"9952","SPADH",429
"9953","C10orf120",1018
"9954","CUZD1",1864
"9955","FAM24B",290
"9956","FAM24A",323
"9957","C10orf88",1363
"9958","PSTK",1274
"9959","IKZF5",1270
"9960","ACADSB",1349
"9961","HMX3",1079
"9962","HMX2",827
"9963","BUB3",1040
"9964","GPR26",1024
"9965","CPXM2",2513
"9966","CHST15",1887
"9967","OAT",1360
"9968","NKX1-2",938
"9969","LHPP",860
"9970","FAM53B",1298
"9971","EEF1AKMT2",998
"9972","ABRAXAS2",1288
"9973","ZRANB1",2167
"9974","CTBP2",3324
"9975","TEX36",576
"9976","EDRF1",3837
"9977","MMP21",1740
"9978","UROS",957
"9979","BCCIP",1203
"9980","DHX32",2282
"9981","FANK1",1113
"9982","ADAM12",2946
"9983","C10orf90",2521
"9984","DOCK1",5916
"9985","INSYN2A",1450
"9986","NPS",280
"9987","FOXI2",962
"9988","CLRN3",691
"9989","PTPRE",2231
"9990","MKI67",9836
"9991","MGMT",737
"9992","EBF3",1984
"9993","C10orf143",342
"9994","GLRX3",1058
"9995","TCERG1L",1816
"9996","PPP2R2D",1402
"9997","BNIP3",645
"9998","JAKMIP3",3109
"9999","DPYSL4",1784
"10000","STK32C",1830
"10001","LRRC27",1846
"10002","PWWP2B",1794
"10003","INPP5A",1381
"10004","NKX6-2",844
"10005","CFAP46",8824
"10006","ADGRA1",1708
"10007","KNDC1",6597
"10008","UTF1",1031
"10009","VENTX",787
"10010","ADAM8",2585
"10011","TUBGCP2",3148
"10012","ZNF511",890
"10013","CALY",914
"10014","PRAP1",476
"10015","FUOM",499
"10016","ECHS1",908
"10017","PAOX",1649
"10018","MTG1",1055
"10019","SPRN",456
"10020","SCART1",3139
"10021","CYP2E1",1522
"10022","SYCE1",1532
"10023","FRG2B",855
"10024","BET1L",785
"10025","SCGB1C1",298
"10026","CIMAP1A",790
"10027","RIC8A",1819
"10028","SIRT3",1284
"10029","PSMD13",1271
"10030","NLRP6",2714
"10031","PGGHG",2369
"10032","IFITM5",404
"10033","IFITM2",587
"10034","IFITM1",625
"10035","IFITM3",505
"10036","B4GALNT4",3215
"10037","PKP3",2454
"10038","SIGIRR",1557
"10039","ANO9",2459
"10040","PTDSS2",1519
"10041","RNH1",1426
"10042","HRAS",650
"10043","LRRC56",1679
"10044","LMNTD2",1970
"10045","RASSF7",1202
"10046","PHRF1",5030
"10047","IRF7",1614
"10048","CDHR5",2608
"10049","SCT",381
"10050","DRD4",1275
"10051","DEAF1",2097
"10052","TMEM80",758
"10053","EPS8L2",2593
"10054","TALDO1",1049
"10055","GATD1",955
"10056","CEND1",450
"10057","SLC25A22",1012
"10058","PANO1",648
"10059","PIDD1",2803
"10060","RPLP2",363
"10061","PNPLA2",1555
"10062","CRACR2B",1240
"10063","CD151",792
"10064","POLR2L",209
"10065","TSPAN4",1066
"10066","CHID1",1317
"10067","AP2A2",2928
"10068","MUC6",7480
"10069","MUC2",4330
"10070","MUC5AC",17205
"10071","MUC5B",17529
"10072","TOLLIP",850
"10073","BRSK2",2719
"10074","MOB2",827
"10075","DUSP8",1903
"10076","KRTAP5-1",837
"10077","KRTAP5-2",534
"10078","KRTAP5-3",717
"10079","KRTAP5-4",687
"10080","KRTAP5-5",714
"10081","KRTAP5-6",390
"10082","IFITM10",697
"10083","ENSG00000250644",1946
"10084","CTSD",1396
"10085","SYT8",1246
"10086","TNNI2",597
"10087","LSP1",1505
"10088","PRR33",1440
"10089","TNNT3",936
"10090","MRPL23",967
"10091","IGF2",735
"10092","INS-IGF2",613
"10093","ENSG00000284779",455
"10094","INS",338
"10095","TH",1652
"10096","ASCL2",582
"10097","C11orf21",409
"10098","TSPAN32",1039
"10099","CD81",1401
"10100","TSSC4",990
"10101","TRPM5",3640
"10102","KCNQ1",2314
"10103","CDKN1C",1108
"10104","SLC22A18",1320
"10105","PHLDA2",459
"10106","NAP1L4",1270
"10107","CARS1",2681
"10108","OSBPL5",2740
"10109","MRGPRG",870
"10110","MRGPRE",939
"10111","ZNF195",1986
"10112","ART5",997
"10113","ART1",999
"10114","CHRNA10",1373
"10115","NUP98",5753
"10116","PGAP2",1476
"10117","RHOG",576
"10118","STIM1",2695
"10119","RRM1",2469
"10120","SSU72L5",585
"10121","SSU72L2",585
"10122","SSU72L4",585
"10123","SSU72L3",585
"10124","SSU72L1",585
"10125","OR52B4",945
"10126","TRIM21",1453
"10127","OR52K2",945
"10128","OR52K1",961
"10129","OR52M1",954
"10130","OR52I2",975
"10131","OR52I1",975
"10132","TRIM68",1483
"10133","OR51D1",975
"10134","OR51E1",957
"10135","OR51E2",963
"10136","OR51C1P",944
"10137","OR51F1",960
"10138","OR52R1",948
"10139","OR51F2",1029
"10140","OR51S1",972
"10141","OR51T1",1065
"10142","OR51A7",939
"10143","OR51G2",945
"10144","OR51G1",966
"10145","OR51A4",942
"10146","OR51A2",942
"10147","MMP26",811
"10148","OR51L1",948
"10149","OR52J3",936
"10150","OR52E2",978
"10151","OR52A5",951
"10152","OR52A1",939
"10153","OR51V1",948
"10154","HBB",472
"10155","HBD",567
"10156","HBG1",454
"10157","ENSG00000284931",522
"10158","HBG2",454
"10159","HBE1",454
"10160","OR51B4",933
"10161","OR51B2",939
"10162","OR51B5",939
"10163","OR51B6",939
"10164","OR51M1",981
"10165","OR51Q1",954
"10166","OR51I1",945
"10167","OR51I2",939
"10168","OR52D1",957
"10169","UBQLN3",1968
"10170","UBQLNL",1428
"10171","OR52H1",945
"10172","OR52B6",1008
"10173","TRIM6-TRIM34",2594
"10174","TRIM6",1586
"10175","TRIM34",1497
"10176","TRIM5",1746
"10177","TRIM22",1527
"10178","OR56B1",975
"10179","OR52N4",966
"10180","OR56B2P",956
"10181","OR52N5",975
"10182","OR52N1",963
"10183","OR52N2",966
"10184","OR52E6",959
"10185","OR52E8",942
"10186","OR52E4",939
"10187","OR52E5",984
"10188","OR56A3",948
"10189","OR56A5",942
"10190","OR52L1",990
"10191","OR56A4",1098
"10192","OR56A1",945
"10193","OR56B4",960
"10194","OR52B2",972
"10195","OR52W1",963
"10196","C11orf42",1012
"10197","FHIP1B",3310
"10198","CNGA4",1854
"10199","CCKBR",1686
"10200","CAVIN3",892
"10201","SMPD1",1921
"10202","APBB1",2281
"10203","HPX",1434
"10204","TRIM3",2285
"10205","ARFIP2",1229
"10206","TIMM10B",322
"10207","DNHD1",14468
"10208","RRP8",1401
"10209","ILK",1526
"10210","TAF10",677
"10211","TPP1",1793
"10212","DCHS1",9992
"10213","MRPL17",538
"10214","OR2AG2",951
"10215","OR2AG1",951
"10216","OR6A2",984
"10217","OR10A5",954
"10218","OR10A2",912
"10219","OR10A4",948
"10220","OR2D2",927
"10221","OR2D3",993
"10222","ZNF215",1686
"10223","ZNF214",1826
"10224","NLRP14",3332
"10225","RBMXL2",1179
"10226","SYT9",1506
"10227","OLFML1",1219
"10228","PPFIBP2",3074
"10229","CYB5R2",924
"10230","OVCH2",1768
"10231","OR5P2",969
"10232","OR5P3",936
"10233","OR10A6",945
"10234","OR10A3",945
"10235","NLRP10",1973
"10236","EIF3F",1190
"10237","TUB",1846
"10238","RIC3",1168
"10239","LMO1",511
"10240","STK33",1600
"10241","TRIM66",4307
"10242","RPL27A",473
"10243","DENND2B",3695
"10244","AKIP1",749
"10245","C11orf16",1437
"10246","ASCL3",546
"10247","TMEM9B",683
"10248","NRIP3",805
"10249","SCUBE2",3197
"10250","DENND5A",4039
"10251","TMEM41B",919
"10252","IPO7",3350
"10253","ZNF143",1987
"10254","WEE1",1991
"10255","SWAP70",1813
"10256","SBF2",6405
"10257","ADM",612
"10258","AMPD3",2420
"10259","RNF141",715
"10260","LYVE1",994
"10261","IRAG1",2880
"10262","CTR9",3642
"10263","EIF4G2",2824
"10264","ZBED5",2082
"10265","GALNT18",1874
"10266","CSNK2A3",1176
"10267","USP47",4268
"10268","DKK3",1125
"10269","MICAL2",6359
"10270","PARVA",1179
"10271","TEAD1",1388
"10272","RASSF10",1524
"10273","BMAL1",2156
"10274","BTBD10",1591
"10275","PTH",353
"10276","FAR1",1598
"10277","SPON1",2499
"10278","RRAS2",646
"10279","COPB1",2962
"10280","PSMA1",861
"10281","PDE3B",3414
"10282","CYP2R1",1526
"10283","CALCA",598
"10284","CALCB",432
"10285","INSC",1994
"10286","SOX6",2613
"10287","C11orf58",729
"10288","PLEKHA7",4050
"10289","RPS13",506
"10290","PIK3C2A",5216
"10291","NUCB2",1323
"10292","NCR3LG1",1385
"10293","KCNJ11",1173
"10294","ABCC8",5005
"10295","USH1C",2909
"10296","OTOG",9114
"10297","MYOD1",973
"10298","KCNC1",1999
"10299","SERGEF",1427
"10300","TPH1",1380
"10301","SAAL1",1489
"10302","MRGPRX3",969
"10303","MRGPRX4",969
"10304","SAA4",403
"10305","SAA2-SAA4",647
"10306","SAA2",532
"10307","SAA1",381
"10308","HPS5",3702
"10309","GTF2H1",1814
"10310","LDHA",1216
"10311","LDHC",1029
"10312","LDHAL6A",1029
"10313","TSG101",1235
"10314","UEVLD",1509
"10315","MISFA",325
"10316","SPTY2D1",2083
"10317","TMEM86A",733
"10318","IGSF22",4086
"10319","PTPN5",1908
"10320","MRGPRX1",969
"10321","MRGPRX2",993
"10322","ZDHHC13",1949
"10323","CSRP3",642
"10324","E2F8",2659
"10325","NAV2",7774
"10326","DBX1",1047
"10327","HTATIP2",952
"10328","PRMT3",1671
"10329","SLC6A5",2469
"10330","NELL1",2617
"10331","ANO5",2847
"10332","SLC17A6",1804
"10333","FANCF",1125
"10334","GAS2",991
"10335","SVIP",249
"10336","CCDC179",222
"10337","LUZP2",1096
"10338","ANO3",3340
"10339","MUC15",1101
"10340","SLC5A12",1962
"10341","FIBIN",636
"10342","BBOX1",1194
"10343","CCDC34",1228
"10344","LGR4",2943
"10345","LIN7C",614
"10346","BDNF",1028
"10347","KIF18A",2772
"10348","METTL15",1542
"10349","KCNA4",1962
"10350","FSHB",395
"10351","ARL14EP",793
"10352","MPPED2",980
"10353","DCDC1",5549
"10354","DNAJC24",465
"10355","IMMP1L",521
"10356","ELP4",2306
"10357","PAX6",1836
"10358","ENSG00000285283",868
"10359","RCN1",1021
"10360","WT1",1667
"10361","EIF3M",1175
"10362","CCDC73",3365
"10363","PRRG4",701
"10364","QSER1",5655
"10365","DEPDC7",1625
"10366","TCP11L1",1570
"10367","CSTF3",2442
"10368","HIPK3",3723
"10369","KIAA1549L",6541
"10370","C11orf91",587
"10371","ENSG00000284969",408
"10372","CD59",620
"10373","FBXO3",1528
"10374","LMO2",699
"10375","CAPRIN1",2232
"10376","NAT10",3213
"10377","ABTB2",3158
"10378","CAT",1644
"10379","ELF5",946
"10380","EHF",1044
"10381","APIP",759
"10382","PDHX",1556
"10383","CD44",2316
"10384","SLC1A2",2041
"10385","PAMR1",2269
"10386","FJX1",1314
"10387","TRIM44",1055
"10388","LDLRAD3",1185
"10389","COMMD9",622
"10390","PRR5L",1142
"10391","TRAF6",1594
"10392","RAG1",3132
"10393","RAG2",1584
"10394","IFTAP",776
"10395","LRRC4C",1923
"10396","API5",1865
"10397","TTC17",3754
"10398","HSD17B12",1005
"10399","ALKBH3",901
"10400","C11orf96",369
"10401","ACCSL",1772
"10402","ACCS",1571
"10403","EXT2",2315
"10404","ALX4",1251
"10405","CD82",839
"10406","TSPAN18",777
"10407","TP53I11",728
"10408","PRDM11",4630
"10409","SYT13",1306
"10410","CHST1",1236
"10411","SLC35C1",1100
"10412","CRY2",1930
"10413","MAPK8IP1",2265
"10414","FREY1",307
"10415","PEX16",1152
"10416","LARGE2",2226
"10417","PHF21A",2191
"10418","CREB3L1",1615
"10419","DGKZ",4080
"10420","MDK",447
"10421","CHRM4",1440
"10422","AMBRA1",3977
"10423","HARBI1",1055
"10424","ATG13",1733
"10425","ARHGAP1",1375
"10426","ZNF408",2183
"10427","F2",1934
"10428","CKAP5",6309
"10429","LRP4",5903
"10430","CSTPP1",1218
"10431","ARFGAP2",1688
"10432","PACSIN3",1315
"10433","DDB2",1329
"10434","ACP2",1396
"10435","NR1H3",1635
"10436","MADD",5128
"10437","MYBPC3",3993
"10438","SPI1",1078
"10439","SLC39A13",1389
"10440","PSMC3",1375
"10441","RAPSN",1344
"10442","CELF1",1605
"10443","PTPMT1",725
"10444","KBTBD4",1800
"10445","NDUFS3",1132
"10446","FAM180B",562
"10447","C1QTNF4",990
"10448","MTCH2",972
"10449","AGBL2",2932
"10450","FNBP4",3134
"10451","NUP160",4636
"10452","PTPRJ",4483
"10453","OR4B1",930
"10454","OR4X2",912
"10455","OR4X1",918
"10456","OR4S1",930
"10457","OR4C3",909
"10458","OR4C5",981
"10459","OR4A47",930
"10460","TRIM51G",1384
"10461","TRIM49B",1384
"10462","TRIM64C",1378
"10463","FOLH1",2419
"10464","OR4C13",930
"10465","OR4C12",930
"10466","OR4C46",930
"10467","OR4A5",948
"10468","TRIM48",695
"10469","OR4A16",987
"10470","OR4A15",945
"10471","OR4C15",1113
"10472","OR4C16",933
"10473","OR4C11",933
"10474","OR4P4",939
"10475","OR4S2",936
"10476","OR4C6",930
"10477","OR5D3P",977
"10478","OR5D13",945
"10479","OR5D14",945
"10480","OR5L1",936
"10481","OR5D18",942
"10482","OR5L2",936
"10483","OR5D16",987
"10484","TRIM51",1384
"10485","OR5W2",933
"10486","OR5I1",945
"10487","OR10AG1",971
"10488","OR5F1",945
"10489","OR5AS1",975
"10490","OR8I2",933
"10491","OR8H2",939
"10492","OR8H3",939
"10493","OR8J3",948
"10494","OR8K5",924
"10495","OR5J2",939
"10496","OR5T2",957
"10497","OR5T3",969
"10498","OR5T1",981
"10499","OR8H1",936
"10500","OR8K3",939
"10501","OR8K1",960
"10502","OR8J1",951
"10503","OR8U1",930
"10504","OR8U3",975
"10505","OR5M9",933
"10506","ENSG00000284732",1258
"10507","OR5M3",924
"10508","OR5M8",936
"10509","OR5M11",918
"10510","OR5M10",948
"10511","OR5M1",948
"10512","OR5AP2",951
"10513","OR5AR1",933
"10514","OR9G1",918
"10515","OR9G4",939
"10516","OR5AK2",930
"10517","LRRC55",1031
"10518","APLNR",1143
"10519","TNKS1BP1",5235
"10520","SSRP1",2205
"10521","P2RX3",1249
"10522","PRG3",698
"10523","PRG2",689
"10524","ENSG00000254979",699
"10525","SLC43A3",1570
"10526","RTN4RL2",1448
"10527","SLC43A1",1745
"10528","TIMM10",278
"10529","SMTNL1",1515
"10530","UBE2L6",477
"10531","SERPING1",1677
"10532","YPEL4",492
"10533","CLP1",1321
"10534","ZDHHC5",2198
"10535","MED19",771
"10536","TMX2",926
"10537","BTBD18",2144
"10538","CTNND1",3097
"10539","OR6Q1",954
"10540","OR9I1",945
"10541","OR9Q1",933
"10542","OR9Q2",945
"10543","OR1S2",939
"10544","OR1S1",939
"10545","OR10Q1",960
"10546","OR10W1",918
"10547","OR5B17",945
"10548","OR5B3",945
"10549","OR5B2",930
"10550","OR5B12",945
"10551","OR5B21",930
"10552","LPXN",1232
"10553","ZFP91",1763
"10554","CNTF",608
"10555","GLYAT",913
"10556","GLYATL2",905
"10557","GLYATL1",1113
"10558","GLYATL1B",929
"10559","FAM111B",2210
"10560","FAM111A",1841
"10561","DTX4",1900
"10562","MPEG1",2151
"10563","OR5AN1",936
"10564","OR5A2",975
"10565","OR5A1",948
"10566","OR4D6",945
"10567","OR4D10",936
"10568","OR4D11",936
"10569","OR4D9",945
"10570","OSBP",2489
"10571","PATL1",2403
"10572","OR10V1",930
"10573","STX3",1161
"10574","MRPL16",771
"10575","CBLIF",1294
"10576","TCN1",1342
"10577","OOSP3",602
"10578","OOSP1",694
"10579","OOSP4A",575
"10580","OOSP4B",503
"10581","OOSP2",501
"10582","MS4A3",670
"10583","MS4A2",765
"10584","MS4A6A",1026
"10585","MS4A4A",1030
"10586","MS4A4E",1249
"10587","MS4A6E",454
"10588","MS4A7",765
"10589","MS4A14",2164
"10590","MS4A5",623
"10591","MS4A1",919
"10592","MS4A12",829
"10593","MS4A13",479
"10594","MS4A8",778
"10595","MS4A18",1222
"10596","MS4A15",748
"10597","MS4A10",834
"10598","CCDC86",1098
"10599","PTGDR2",1188
"10600","ZP1",1972
"10601","PRPF19",1590
"10602","TMEM109",742
"10603","TMEM132A",3125
"10604","SLC15A3",1894
"10605","CD6",2067
"10606","CD5",1533
"10607","VPS37C",1083
"10608","PGA3",1399
"10609","PGA4",1399
"10610","PGA5",1399
"10611","VWCE",2963
"10612","DDB1",3604
"10613","TKFC",1808
"10614","CYB561A3",894
"10615","TMEM138",911
"10616","TMEM216",467
"10617","CPSF7",1620
"10618","SDHAF2",603
"10619","ENSG00000256591",512
"10620","SAXO4",1405
"10621","LRRC10B",879
"10622","SYT7",2121
"10623","DAGLA",3219
"10624","MYRF",3611
"10625","TMEM258",250
"10626","FEN1",1143
"10627","FADS1",1608
"10628","FADS2",1700
"10629","FADS3",1420
"10630","RAB3IL1",1498
"10631","BEST1",2259
"10632","FTH1",764
"10633","INCENP",2842
"10634","SCGB1D1",283
"10635","SCGB2A1",298
"10636","SCGB1D2",283
"10637","SCGB2A2",409
"10638","SCGB1D4",262
"10639","ASRGL1",954
"10640","SCGB1A1",286
"10641","AHNAK",17844
"10642","EEF1G",1359
"10643","TUT1",2779
"10644","MTA2",2092
"10645","EML3",2972
"10646","ROM1",1066
"10647","B3GAT3",1085
"10648","GANAB",3021
"10649","INTS5",3065
"10650","ENSG00000255432",315
"10651","C11orf98",458
"10652","LBHD1",890
"10653","CSKMT",728
"10654","UQCC3",287
"10655","UBXN1",1054
"10656","LRRN4CL",717
"10657","BSCL2",1484
"10658","GNG3",233
"10659","HNRNPUL2",2309
"10660","TTC9C",526
"10661","ZBTB3",1730
"10662","POLR2G",554
"10663","TAF6L",1914
"10664","TMEM179B",680
"10665","TMEM223",621
"10666","NXF1",2012
"10667","STX5",1151
"10668","TEX54",375
"10669","WDR74",1208
"10670","SLC3A2",2101
"10671","CHRM1",1383
"10672","SLC22A6",1737
"10673","SLC22A8",1744
"10674","SLC22A24",1840
"10675","SLC22A25",1684
"10676","SLC22A10",1671
"10677","SLC22A9",1707
"10678","PLAAT5",865
"10679","LGALS12",1054
"10680","PLAAT4",613
"10681","PLAAT2",504
"10682","PLAAT3",504
"10683","ATL3",1686
"10684","RTN3",3329
"10685","ZFTA",2064
"10686","SPINDOC",1171
"10687","MARK2",2457
"10688","RCOR2",1627
"10689","NAA40",749
"10690","COX8A",215
"10691","OTUB1",1050
"10692","MACROD1",1057
"10693","FLRT1",2025
"10694","STIP1",1886
"10695","FERMT3",2090
"10696","TRPT1",798
"10697","NUDT22",932
"10698","DNAJC4",841
"10699","VEGFB",698
"10700","ENSG00000286264",798
"10701","FKBP2",541
"10702","PPP1R14B",490
"10703","PLCB3",3855
"10704","BAD",820
"10705","GPR137",1390
"10706","KCNK4",1388
"10707","CATSPERZ",623
"10708","ESRRA",1554
"10709","TRMT112",393
"10710","PRDX5",670
"10711","CCDC88B",5030
"10712","RPS6KA4",2399
"10713","SLC22A11",1698
"10714","SLC22A12",1707
"10715","NRXN2",5521
"10716","RASGRP2",2008
"10717","PYGM",2624
"10718","SF1",2491
"10719","MAP4K2",2618
"10720","MEN1",2019
"10721","CDC42BPG",4836
"10722","EHD1",1672
"10723","ATG2A",6017
"10724","PPP2R5B",1554
"10725","GPHA2",466
"10726","MAJIN",810
"10727","BATF2",907
"10728","ARL2",575
"10729","SNX15",1064
"10730","SAC3D1",1244
"10731","NAALADL1",2458
"10732","CDCA5",944
"10733","ZFPL1",1056
"10734","TMEM262",361
"10735","VPS51",2394
"10736","TM7SF2",1302
"10737","ZNHIT2",1212
"10738","FAU",422
"10739","MRPL49",655
"10740","SYVN1",1924
"10741","SPDYC",850
"10742","CAPN1",2245
"10743","POLA2",2073
"10744","CDC42EP2",633
"10745","DPF2",1852
"10746","TIGD3",1416
"10747","SLC25A45",892
"10748","FRMD8",1553
"10749","SCYL1",2535
"10750","LTBP3",4047
"10751","ZNRD2",655
"10752","FAM89B",585
"10753","EHBP1L1",4662
"10754","KCNK7",1030
"10755","MAP3K11",2589
"10756","PCNX3",6275
"10757","SIPA1",3199
"10758","RELA",1804
"10759","KAT5",1701
"10760","RNASEH2C",754
"10761","AP5B1",2642
"10762","OVOL1",819
"10763","SNX32",1272
"10764","CFL1",636
"10765","MUS81",1731
"10766","EFEMP2",1520
"10767","CTSW",1338
"10768","FIBP",1159
"10769","CCDC85B",609
"10770","FOSL1",831
"10771","C11orf68",887
"10772","DRAP1",669
"10773","TSGA10IP",1706
"10774","SART1",2498
"10775","EIF1AD",518
"10776","BANF1",275
"10777","CST6",460
"10778","CATSPER1",2398
"10779","GAL3ST3",1301
"10780","SF3B2",2793
"10781","PACS1",3007
"10782","KLC2",2386
"10783","RAB1B",631
"10784","CNIH2",510
"10785","YIF1A",1001
"10786","TMEM151A",1412
"10787","CD248",2274
"10788","RIN1",2397
"10789","BRMS1",923
"10790","B4GAT1",1253
"10791","SLC29A2",1426
"10792","NPAS4",2444
"10793","MRPL11",674
"10794","PELI3",1593
"10795","DPP3",2356
"10796","ENSG00000256349",1973
"10797","BBS1",1892
"10798","ZDHHC24",1099
"10799","ACTN3",3085
"10800","CTSF",1701
"10801","CCDC87",2550
"10802","CCS",860
"10803","RBM14",2148
"10804","RBM14-RBM4",1047
"10805","RBM4",1454
"10806","RBM4B",1182
"10807","SPTBN2",7685
"10808","C11orf80",1979
"10809","RCE1",1025
"10810","PC",3856
"10811","LRFN4",2040
"10812","C11orf86",356
"10813","SYT12",1296
"10814","RHOD",653
"10815","KDM2A",3749
"10816","GRK2",2304
"10817","ANKRD13D",1888
"10818","SSH3",2069
"10819","POLD4",367
"10820","ENSG00000256514",258
"10821","CLCF1",688
"10822","RAD9A",1226
"10823","PPP1CA",1091
"10824","TBC1D10C",1381
"10825","CARNS1",2893
"10826","RPS6KB2",1519
"10827","PTPRCAP",626
"10828","CORO1B",1610
"10829","GPR152",1413
"10830","CABP4",902
"10831","TMEM134",618
"10832","AIP",1018
"10833","PITPNM1",3845
"10834","CDK2AP2",401
"10835","CABP2",861
"10836","GSTP1",663
"10837","NDUFV1",1440
"10838","NUDT8",741
"10839","TBX10",1193
"10840","ACY3",985
"10841","ALDH3B2",1193
"10842","UNC93B1",1844
"10843","ALDH3B1",1447
"10844","NDUFS8",658
"10845","TCIRG1",2583
"10846","CHKA",1429
"10847","KMT5B",2745
"10848","C11orf24",1355
"10849","LRP5",4958
"10850","PPP6R3",2798
"10851","GAL",392
"10852","TESMIN",1569
"10853","CPT1A",2461
"10854","MRPL21",935
"10855","IGHMBP2",3052
"10856","MRGPRD",966
"10857","MRGPRF",1301
"10858","TPCN2",2475
"10859","SMIM38",156
"10860","MYEOV",947
"10861","CCND1",908
"10862","LTO1",796
"10863","FGF19",661
"10864","FGF4",631
"10865","FGF3",730
"10866","ANO1",3462
"10867","FADD",632
"10868","PPFIA1",3739
"10869","CTTN",2141
"10870","SHANK2",5859
"10871","DHCR7",1685
"10872","NADSYN1",2221
"10873","KRTAP5-7",498
"10874","KRTAP5-8",564
"10875","KRTAP5-9",510
"10876","KRTAP5-10",609
"10877","KRTAP5-11",471
"10878","DEFB108B",227
"10879","XNDC1N",1188
"10880","DEFB131B",218
"10881","RNF121",1034
"10882","IL18BP",730
"10883","NUMA1",6468
"10884","LAMTOR1",667
"10885","LRRC51",669
"10886","LRTOMT",1309
"10887","TOMT",787
"10888","ANAPC15",650
"10889","FOLR3",753
"10890","FOLR1",789
"10891","FOLR2",839
"10892","INPPL1",3912
"10893","PHOX2A",865
"10894","CLPB",2390
"10895","PDE2A",3138
"10896","ARAP1",4538
"10897","STARD10",901
"10898","ATG16L2",1945
"10899","FCHSD2",2403
"10900","P2RY2",1134
"10901","P2RY6",1073
"10902","ARHGEF17",6430
"10903","RELT",1338
"10904","FAM168A",765
"10905","PLEKHB1",767
